Halidon Hill settlement	0	false
Camphill settlement	0	false
Monastic site identified as St Leonard's Nunnery	0	false
Spades Mire linear earthwork and section of rig and furrow	0	false
Medieval church and graveyard 330m north west of Berwick Castle	0	false
Enclosure castle	 two 16th century gun turrets and an early 17th century house	0	false
The medieval and post-medieval fortifications at Berwick upon Tweed	0	false
Berwick Bridge	0	false
Chester Crane camp	0	false
Springhill Roman camp	0	false
Horncliffe fort	0	false
Murton High Crags settlements	0	false
Norham Castle tower keep castle	0	false
Norham Cross	0	false
Duddo stone circle	 800m north east of Grindonrigg	0	false
Early medieval farmstead at Green Shiel	 Holy Island	0	false
Haggerston dovecote	0	false
Twizel medieval tower house and village	 post-medieval folly and garden	0	false
Twizel Bridge	0	false
Duddo Tower	0	false
Enclosure on Fadden Hill	0	false
The Palace' medieval house and Tudor supply base	 Holy Island village	0	false
Lindisfarne Priory pre-Conquest monastery and post-Conquest Benedictine cell	0	false
Lime kilns	0	false
Boundary cross 170m south west of Herring House	0	false
The Fort on the Heugh and underlying midden	0	false
Medieval chapel and associated building on St Cuthbert's Isle	0	false
Monastic Grange at Fenham	0	false
Cornhill Castle	0	false
Hazely Hill round cairn	0	false
Enclosed settlement	 620m south east of Cornhill Castle	0	false
Kyloe tower house	 East Kyloe	0	false
Earthwork 370yds (340m) E of Low Stead	0	false
Etal Castle tower house	0	false
Kyloe Hills promontory fort	0	false
St Giles's medieval chapel and burial ground	 Wark on Tweed	0	false
Wark Castle motte and bailey castle and artillery fort	0	false
Buckton dovecote	0	false
The King's Stone NW of Crookham Westfield Farm	0	false
Buckton Moor North camp	0	false
Ford Colliery 920m north east of Blackcrag Wood	0	false
Buckton Moor South camp	0	false
Parson's Tower	0	false
Two incised rocks on Broom Ridge	 Hunter's Moor	0	false
Rock art at Goatscrag	 200m north west of Routin Lynn	0	false
Rock art including four animal carvings at Goatscrag rock shelter	 155m north west of Routin Lynn	0	false
Roughting Linn camp	0	false
Cup and ring marked rocks near Roughting Linn camp	0	false
Circular enclosure W of Second Linthaugh	0	false
Ford Westfield settlement	0	false
Fordwood camp	 Broomridge Dean	0	false
Roman temporary camp	 435m north west of Hetton North Farm	0	false
Pre-Conquest monastic cell and post-Conquest monastic settlement on Inner Farne	0	false
Camp 400yds (370m) NNE of Flodden	0	false
Incised rock on Hare Crags	0	false
Multivallate hillfort	 at Fenton Hill	0	false
Group of burial mounds on Doddington North Moor	0	false
East Moneylaws camp	0	false
Defended settlement on White Hill	 700m south east of Kimmerston	0	false
Unknown wreck	 600m ENE of Bamburgh Castle	0	false
Flodden camp	0	false
Flodden Edge camp	0	false
Henge	 pit-circle and later cemetery	 850m north east of Millfield Hill	0	false
Dovecote 150yds (140m) NE of Lepers' Hospital	0	false
Moneylaws Castle Hill camp	0	false
Chester's Hill camps	0	false
Kippy Heugh defended settlement	0	false
Chesters Strip Plantation earthwork near Fenton House	 Nesbit	0	false
Enclosure and chapel	 295m north west of North Bank Cottage	0	false
Round barrow 520m WNW of Quarry Cottage	0	false
Howtel tower house	0	false
Downham camp	0	false
Spindlestone Heughs defended settlement	0	false
Site E of Milfield village	0	false
Incised rocks 550yds (500m) NW of Doddington Dean Wood	0	false
Medieval moated site and 18th century dovecote	 600m east of Outchester	0	false
Defended settlement	 400m south west of Nesbit	0	false
Castle Hill camp	0	false
Coupland henge and section of droveway	 170m SSW of Cheviot Cottage	0	false
Iron Age defended settlement in Fox Covert	0	false
The Ringses multivallate hillfort	 Doddington Moor	0	false
Rock art 350m east of The Ringses hillfort	0	false
Bastle House	0	false
Marley Knowe round cairn	0	false
Defended settlement	 380m south west of Sandy House	0	false
Site SW of Thirlings	0	false
Romano British settlement	 655m north east of Lanton Hill Monument	0	false
Defended settlement	 507m north west of Pawston Lake	0	false
Standing Stones camp	 Horton Moor	0	false
Two camps and cup and ring marked rocks on Dod Law	0	false
The standing stones on Doddington Moor	0	false
Ewart Park henge	0	false
Cup and ring marked rocks 1/4 mile (400m) NE of Buttony Wood	 Horton Moor	0	false
Deserted village of Mousen	0	false
Incised rocks on Gled Law	0	false
Buttony Wood camp	 Horton Moor	0	false
Roundabouts camp	0	false
Roman period native farmstead 320m north east of Longknowe	0	false
Prehistoric rock art	 92m south west of Buttony	0	false
Bowmont Hill camp	0	false
Henge 600yds (550m) E of Akeld Lodge	0	false
Farmstead and cultivation terraces	 ENE of Stawhouse	0	false
Ad Gefrin Anglo-Saxon township and prehistoric remains	0	false
The Battle Stone	 650m WNW of Yeavering Farm	0	false
Staw Hill defended settlement	0	false
Site SE of Yeavering	0	false
Roman period native settlement 200m SSE of Staw Hill defended settlement	0	false
Five shielings 620m NNE of Elsdonburn Shank	0	false
Rock art at Ketley Crag rock shelter	0	false
St Gregory's Hill camp	0	false
Settlement on north slope of Yeavering Bell	0	false
The carved stone	 Chatton Park	 Kettley	0	false
Enclosed settlement west of Mid Hill	0	false
Roman period native enclosed settlement 600m north east of Elsdonburn Shank	0	false
Roman period native settlement on east slope of Mid Hill	 520m south of Staw Hill Camp	0	false
Settlement on north east slope of Yeavering Bell	0	false
Mid Hill enclosed settlement	 Westnewton	0	false
House platform north west of Laddie's Knowe settlement	0	false
West Hill camp	0	false
Weetwood Bridge	0	false
The Battle Stone	0	false
Chatton Law camp	 and cup and ring marked rocks	0	false
Settlement SW of Mid Hill	0	false
Simonside camp	0	false
Roman period native settlement 250m west of Elsdonburn Shank	0	false
Yeavering Bell camp	0	false
Two medieval shielings on Akeld Hill	 680m WNW of Gleadscleugh	0	false
Medieval shieling and enclosure 340m north west of Gleadscleugh	0	false
Settlement N of White Law	0	false
Romano-British settlements E of Yeavering Bell containing the Old Sheepfold settlement and settlements to the W and S of it	0	false
Defended settlement	 1.05 km north west of North Farm	0	false
Enclosed settlement and subsidiary enclosures 160m N of Ring Chesters defended settlement	0	false
Settlement on the east slope of The Bell	0	false
Unenclosed stone hut circle settlement 120m north west of Gleadscleugh	0	false
Roman period aggregate village on Coldsmouth Hill	 650m south east of St Ethelrede's Chapel	0	false
Settlement	 field systems and terraces on the south east slope of Yeavering Bell	0	false
Glead's Cleugh Iron Age promontory fort	0	false
Defended settlement on north slope of Harehope Hill	 570m south east of High Akled Cottages	0	false
Benthall round cairn	0	false
Ring Chesters defended settlement	0	false
Settlements and cairn east of Laddies Knowe	0	false
Round cairn 100m south of Torleehouse	0	false
Rock art on Weetwood Moor	 487m south of Clavering	0	false
Settlement at the south end of The Bell	0	false
Unenclosed scooped settlement on the east slope of Harehope Hill	 750m south east of High Akeld Cottages	0	false
Prehistoric hut circle on Harehope Hill	 400m south east of Gleadscleugh	0	false
St Ebba's chapel and monastic site	0	false
Roman period native settlement	 associated field system and trackway	 and medieval farmstead 270m south of Torleehouse	0	false
Circular ditched enclosure W of Chatton	0	false
Weetwood Moor round cairns	0	false
Romano-British farmstead 900m north east of triangulation point on Gains Law	0	false
Settlement 500yds (460m) SW of White Law	0	false
Romano-British native farmstead 970m north east of triangulation point on Gains Law	0	false
Roman period native farmstead and associated scooped enclosures and trackways on east slope of Harehope Hill	 925m south east of High Akeld Cottages	0	false
Iron Age multivallate hillfort and prehistoric trackway at Monday Cleugh	0	false
Prehistoric unenclosed hut circle settlement west of Monday Cleugh	 520m SSE of Gleadscleugh	0	false
Three Roman period native settlements and later droveway 750m south west of Torleehouse	0	false
Prehistoric hut circle 540m south of Gleadscleugh	0	false
Hut circle	 cultivation terraces and farmstead of later prehistoric date	 and medieval settlement and field system 800m and 740m south of Elsdonburn Shank	0	false
Roman period native settlement 340m east of Hethpool Linn	0	false
Medieval chapel	 220m south east of White Gables	0	false
Settlement	 probably medieval	 SW of Torleehouse	0	false
Hethpool tower house	0	false
Rock art on Weetwood Moor	 702m north east of Wooler Post Office Radio Station	0	false
Rock art on Weetwood Moor	 1km south west of Clavering	0	false
Sandyfold Burn settlement	0	false
Prehistoric enclosed settlement	 Iron Age hillfort and medieval shielings on Humbleton Hill	0	false
Northern ring cairn on Coldsmouth Hill	0	false
Rock art on Weetwood Moor	 1km south of Clavering	0	false
Elsdonburn Roman period native settlements and medieval shieling	0	false
Southern ring cairn on Coldsmouth Hill	0	false
Romano-British farmstead 630m south west of White Gables	0	false
Roman period native enclosed settlement 700m south of Ring Chesters defended settlement	0	false
Wooler Tower on east side of Church Street	0	false
Hut circle 770m south east of White Gables	0	false
Little Hetha defended settlement	0	false
Romano-British farmstead and part of an associated field system 630m south west of White Gables	0	false
Weetwood Bank cup and ring marked rock	 290m north west of Wooler Post Office Radio Station	0	false
Settlement north west of Ell's Knowe	0	false
Whinny Hill cairn cemetery	0	false
Roman period native homestead 400m south of Humbleton Hill hillfort	0	false
Cairnfield 420m south east of triangulation point on Gains Law	0	false
Prehistoric rock art	 225m east of Whitsunbank Hill	0	false
Round cairn 760m south east of triangulation point on Gains Law	0	false
Green Castle ringwork 320m south west of Humbleton Mill	0	false
Prehistoric unenclosed hut circle settlement	 field system and cairnfield 340m south west of triangulation point on Gains Law	0	false
Hethpool stone circles	0	false
Incised rocks in North Plantation	 Fowberry Moor	0	false
Bronze Age unenclosed hut circle settlement	 field system and cairnfield	 630m south west of triangulation point on Gains Law	0	false
Ell's Knowe defended settlement and earlier palisaded site	0	false
Settlement at Scaldhill Shank	0	false
Two pillboxes near Green Castle	0	false
Incised rocks at Fowberry Park	0	false
Settlement WSW of Ell's Knowe	0	false
Iron Age defended settlement and cultivation terraces 600m north east of Brown's Law Cottage	0	false
Isabella's Mount camp	0	false
Hetha Burn defended settlement	 Roman period native enclosed settlement and associated trackways	0	false
Roman period native enclosed settlement 370m WNW of Great Hetha defended settlement	0	false
Great Hetha defended settlement	0	false
Two Roman period native settlements and associated field system on Coldberry Hill	0	false
Defended settlement	 550m south west of Broomhouse	0	false
Romano-British enclosed settlement	 405m east of Fowberry Moor	0	false
The Kettles univallate hillfort and enclosed settlement	 261m north west and 331m south west of King's Chair	0	false
Rock art on Amersidelaw	 215m ENE of Kay Hill	0	false
Bronze Age field system on Fredden Hill	0	false
Rock art on Amersidelaw	 290m north west of Drakestruther Moss	0	false
Coldmartin Tower	 260m north east of Tower Martin	0	false
Bronze Age round house on Fredden Hill 880m south west of Bell's Valley	0	false
Romano-British farmstead 760m north of Whitehall	0	false
Trowupburn cairn group	0	false
Sandyford Moor cairn cemetery	0	false
Round cairn cemetery	 820m south west of Stell Plantation	0	false
Rock art on Amersidelaw	 195m north west of Achnacarry Plantation	0	false
Madam Law Cairn	0	false
Two round cairns south west of Tuppie's Grave	0	false
Trowupburn Roman period native enclosed settlement	 120m north of Trowupburn Farm	0	false
Defended settlement	 790m WNW of Howemoor Plantation	0	false
Prehistoric field system	 cairnfield	 round cairns and enclosed cremation cemetery on east slopes of Fredden Hill	 750m west of Wooler Common	0	false
Hut circle settlements and field systems at Hetha Burn Head	0	false
Deserted medieval village and chapel at Tughall	0	false
Rosebrough Moor round cairns	0	false
Sinkside Hill defended settlement	0	false
Prehistoric field system and cairnfield east of Watch Hill	 520m NNE of footbridge over Carey Burn	0	false
Bronze Age cairnfield on north west slopes of Hart Heugh	 900m south west of Wooler Common	0	false
Cairnfield	 on eastern edge of Ros Hill Wood	0	false
Two cairn cemeteries W of Willie Law	0	false
Two prehistoric enclosures	 field clearance cairns and unenclosed hut circle settlement north of Hart Heugh	 600m south west of Wooler Common	0	false
Roman period native farmstead 550m SW of Trowupburn Farm	0	false
