BOTHWELL CASTLE	0	false
Camilty Hill	enclosure	Harburn	0	false
Thom's Water Cuts	 aqueduct (drain)	 Scalpsie to Loch Quien	0	false
Camilty Hill	Roman fortlet	Castle Greg	0	false
Auchencrow Mains	enclosure and ditches 1000m SSE of	0	false
Mutiny Stones	long cairn 1100m NNW of Byrecleugh	0	false
Ravensneuk Castle	0	false
Sliabh nan Dearc	enclosure 570m E of Cnoc Moine Raibeirt	0	false
Falla Luggie Tower	towerhouse	0	false
Bastleridge	barrow 1250m E of	0	false
Byrecleugh	 farmstead 1900m WNW of	0	false
Habchester	fort 1100m ESE of Bastleridge	0	false
Castle Hill	 fort	0	false
Castle Semple Loch	 tower house to S of loch	0	false
Walls Hill	fort	0	false
Gilbertfield Castle	0	false
Temple	 Old Parish Church	0	false
Thom's Water Cuts	 aqueduct (drain)	 Ardscalpsie to SW of Scalpsie	0	false
Oldcastles	 fort 350m NNW of	0	false
Haylie House	 chambered cairn	0	false
Larabank Castle	motte	0	false
Thom's Water Cuts	 aqueduct (drain)	 N of Drumreoch to Reservoir Wood	0	false
Arthur's Cross	cross shaft	Springhill Road	Arthurlie	0	false
Greenlees Cottages	motte SE of	0	false
Wrunklaw	fort 700m ESE of Horseupcleugh	0	false
Soutra Aisle	 burial aisle and part of site of medieval hospital	0	false
Harperrig	 cairn	 West Cairn Hill	0	false
Soutra Aisle	 part of site of medieval hospital	0	false
Glenreasdell Mains	 chambered cairn 200m SE of	0	false
Brunston Castle	0	false
Barr Castle	0	false
Tollis Hill	fort	0	false
Orbiston House	 tower house	0	false
Cnoc na Sgratha	cairn 550m N of Glenbuie	0	false
Tollishill	enclosure 50m NW of	0	false
Hilltops	 settlement 530m N of	0	false
Bothwellhaugh	Roman bath house	0	false
Moor Side	 homestead 350m WNW of	0	false
Skipness Castle and Kilbrannan Chapel	0	false
Bothwellhaugh	Roman fort	0	false
Byrecleugh	 farmstead and cultivation remains 300m SSW of	0	false
The Gowk Stane	730m ENE of Auchencorth	0	false
Andrew's Wood	settlement 380m NE of	0	false
Port Charlotte	 chambered cairn	 65m ESE of Port Mhor Centre	 Islay	0	false
The Howe	settlement 100m NNE of	0	false
Tollishill	homestead 550m SW of	0	false
Lamberton old church	 church and churchyard 75m NNE of Border View	0	false
Glengarnock Castle	0	false
Preston Market Cross	 35m ESE of 1 Preston Cottages	0	false
Tollishill Dod	homestead 250m SSW of	0	false
Rathburne House	 tower house 180m NNW of	0	false
Dun Skeig	duns & fort	0	false
Preston Church	 church and burial ground	0	false
St Mary's Chapel	chapel 250m ENE of Mount Lothian	0	false
Dodcleugh	homestead and enclosure 300m E of	0	false
Cultoon	stone circle 500m SW of	0	false
Dere Street	Roman road	Soutra to Channelkirk (part)	0	false
Crosswood	 cairn 750m SE of	0	false
Dunside Hill	 cairn 1225m S of Byrecleugh	0	false
Busby Upper Mill	 cotton mill 60m N of 1 Cartview Court	0	false
Cilleach Mhicheil	chapel 1500m SSW of	Port Charlotte	0	false
Hamilton Low Parks	 motte	0	false
No 9 Kirkbanny	 settlement 360m W of	0	false
Slochd Measach	Giant's Grave	chambered cairn	Nereabolls	0	false
Dodcleugh	fort and settlement 650m S of	0	false
Blanerne Castle	0	false
Longformacus House	enclosed cremation cemetery 1450m SW of	0	false
Laigh Mains	 castle earthworks 125m North of Mains Castle	0	false
Long Calderwood	 cairn 40m SSW of 1 Cadell Gardens	0	false
Ballinakill House	cross by entrance to drive	0	false
Clachan Churchyard	 Cross	 Cross Slabs & Tombstones	0	false
Kilcavan chapel and enclosure 265m E of Kelsay	0	false
Duncarnock	 fort	0	false
Laggan	burial ground 1000m NE of	0	false
Dirrington	farmstead 400m N of	0	false
Mordington	 medieval village and church 210m S of Mordington House	0	false
Dun nan Gall	fort	Islay	0	false
Foulden Old Tithe Barn	0	false
Blackpark Plantation	stone circle S of Kingarth	0	false
Netherton Cross	 cross	 Hamilton Old Parish Kirk	0	false
Dun Ronachain	dun 400m NE of Ronachan House	0	false
Castle Hill	motte	0	false
Dirrington	farmstead	0	false
Cnoc Ebric	fort	0	false
Glenburnie	fort 600m S of	0	false
Cladh Cill Iain	 chapel & burial ground 270m NE of Nerabus Farm	 Islay	0	false
Hillhouse	 fort 250m NNW of	0	false
Rough Hill	 motte	0	false
Kingarth	standing stones	0	false
Wilsontown Ironworks	0	false
Cuff Hill Plantation	 long cairn	0	false
Longcroft Hill	homestead 480m ESE of	0	false
Hog Hill	settlement 250m SW of	0	false
Nereabolls Northern Churchyard	 Islay	0	false
Dirrington Great Law	three cairns	0	false
Nereabolls	 chapel and burial ground 270m SW of Tigh-na-Cross	 Islay	0	false
Fairlie Castle	0	false
Ronachan Bay	fort S of	0	false
Loch Ciaran	 standing stone 1430m SW of Achaglass	0	false
Tashieburn	 horse engine platform 50m NE of	0	false
Nether Brotherstone	fort	Heriot	0	false
Oxton	Roman camps	0	false
Duns Law	fort and Covenanters' Camp	0	false
Haywood	 deserted mining village	0	false
Old Deepsykehead	long cairn 910m NE of	0	false
Carn na Faire	cairn	Gigha	0	false
Soonhope	homestead 500m NNE of	0	false
Oxton	 Roman fortlet and annexes 230m NNE of Braefoot Cottage	0	false
Over Hartside	enclosure 300m N of	0	false
Longcroft	fort 500m NE of	0	false
Kirktonhill	fort 400m WSW of	0	false
Middleton	 hut circle and enclosure 540m WSW of	0	false
Cock Rig to Linton Muir	Roman road	0	false
Dun an Rudha Buidhe	dun	Islay	0	false
Corriechrevie	cairn	0	false
Cleugh House	 bell pits and inclined plane 130m SSW of	0	false
Witches Cleuch	 fort 430m ENE of Chesterfield	0	false
Fairhill	 cairn 20m N of 96 Millgate Road	0	false
Hen Law	cairn 1550m WNW of Langtonlees	0	false
Southannan Mansionhouse	Fairlie	0	false
Upper Whitfield	enclosures 375m SE and 350m ESE of	0	false
Carn Ban	cairn Gigha	0	false
Kingavin	deserted village 650m ENE of Dunagoil	0	false
Cadzow Castle	0	false
Cairnbank	 settlement 210m ENE of	0	false
Old Deepsykehead	enclosed cremation cemetery 270m SSE of	0	false
Addinston	fort 500m NNE of	0	false
Hamilton High Parks	 park pale	0	false
Gleann a Gaoidh	chapel 460m SE of	0	false
Deils Wood	 cairn 350m E of Bonnyton	0	false
Raecleugh Head Hill	 fort 690m NNW of Raecleugh Head	0	false
St Blane's church	monastery and 'the cauldron'	Bute	0	false
Hamilton High Parks	 earthwork 475m NE of High Parks Farm	0	false
Regional War Room	 130m NW of Rankine Avenue	 East Kilbride	0	false
Hartside	 scooped homesteads 330m SSE of	0	false
Moyne	 cairn 930m E of	0	false
Dunagoil	burial chamber	forts	caves	cupmarked stone and longhouses	0	false
Raecleugh Head	fort 275m NW of	0	false
Dirrington Little Law	cairn on summit of	0	false
Bannerbank	 hut circle 965m WNW of	0	false
Talatoll	 shielings 1400m SE of	 Kintyre	0	false
Raecleugh Head	fort 150m W of	0	false
Cill a'Chuibein	 chapel	0	false
Lylestone	settlement 1200m NE of	0	false
Dun Thrudernish	fort	Trudernish Point	Islay	0	false
Evelaw Tower	0	false
Castle Hill	earthwork SSE of Glenside	0	false
Borrowston Rig	linear earthwork and hut circles	0	false
Ballochroy	three standing stones & cist 400m NE of	0	false
Evelaw	farmstead and cultivation remains 650m WSW of	0	false
Borrowston Rig	stone circles and cairns	0	false
Carragh an Tarbert	standing stone 550m NNE of Tarbert	Gigha	0	false
Overhowden	henge	0	false
Roughsware	enclosure 500m S of	0	false
Moorfoot Chapel	monastic grange and chapel	0	false
Dunsmill Farm	 settlement 125m NNE of	0	false
An Dunan	 dun 70m SW of Minen	0	false
Bents Quarry	 lime kilns and quarry	0	false
Bedshiel	cairn 950m NNE of	0	false
Dun Fhinn	 dun	0	false
Corsehope Rings	fort	0	false
Middlehill	fort	0	false
Halltree Rings	 settlement	 Chapel Hill	0	false
Woodend	 palisaded enclosure 335m NNE of	0	false
Burncastle	fort 400m NNE of	0	false
Dun Fhinn	hut circles 410m SE of	Islay	0	false
Orsay Island	chapel	0	false
Ridh a'Chaibeil	burial ground & cross SE of Tarbert	0	false
Cairnvickuie	cross incised stone NW of	0	false
Little Cumbrae	lighthouse tower & associated buildings	0	false
Hodge Cairn	fort	Shank Wood	0	false
North Kirktonmoor	cairn 330m SW of	0	false
Little Cumbrae Castle	0	false
Polnoon Castle	0	false
Dabshead Hill	fort and standing stone	0	false
Slipperfield Mount	cairn S of	0	false
Hirendean Castle	0	false
Laggan	saltpans & coal pits NW of	0	false
North Muir	cairns	0	false
Bowerhouse	fort 480m NW of	0	false
Dun an Trinnse	 dun 325m NW of Ardailly	 Gigha	0	false
North Muir	Upper Cairn	0	false
Aitnock	dun	Hindog Glen	0	false
Castle Knowe	motte	0	false
Kildalton Church	 church	 High Cross	 and cross 60m NE of	0	false
Wester Yardhouses	 souterrain 180m WNW of	0	false
East Revoch	 cairn 420m N of and cup-marked stone 485m N of	0	false
Hilton Church	 church and burial ground	0	false
Dunan an t-Seasgain	 dun 465m WNW of Drumyeonmore Farm	 Gigha	0	false
Lochranza Castle	Arran	0	false
Brewshott	 limestone quarry	0	false
Blackchester	fort	0	false
North Muir	Nether Cairn	0	false
Wester Yardhouses	 hut-circles and cairns 270m SSW of	0	false
Cortleferry	 scooped settlement 400m NW of	0	false
Torr an t'Sean Chaisteil	fort	Lochranza	0	false
Wester Yardhouses	 hut-circle 470m SSE of	0	false
Darngaber Castle	 570m ENE of Crookedstone	0	false
Dun Chibhich	 fort 400m NW of Druimyeonbeg	 Gigha	0	false
Hare Faulds	 fort 2000m NNW of Dod Mill	0	false
Crooked Stone	 standing stone 225m N of Crookedstone	0	false
Wester Yardhouses	 cairn 630m S of	0	false
Halliburton	cairn 1300m N of	0	false
Hare Law	 cairn 730m SSE of Wester Yardhouses	0	false
Hardgatehead	Roman road and turnpike road 600m SW of	0	false
Bushglen Mount	ENE of Bushglen	0	false
Bellshiel	 fort 540m N of	0	false
Craigiehall	 hut-circle 630m ESE of	0	false
Dunan Buidhe	dun	Gigha	0	false
Horndean Church	 church and burial ground	0	false
Burngrange	long cairn 800m N of	0	false
Jeffries Corse	cairn	0	false
South Slipperfield	barrows 1850m SSW and 1620m S of	0	false
Greens Moor	long cairn	cairns and field system NW of Kersewell Mains	0	false
Harelaw Moor	farmstead 1500m NE of Barebreeks Wood	0	false
Blythe	 fort 300m SW of	0	false
Northshield Rings	fort	The Camps	0	false
Ardilistry	stone setting 200m NE of	0	false
Auld Hill	fort	Portencross	0	false
Dundreich	cairn	0	false
Waulkmill	 cairn 310m SE of	0	false
Dunsyre Hill	field systems	0	false
Dunwan Hill	 fort	0	false
Dunsyre Hill	cairn	0	false
Portencross Castle	0	false
Calla	broch 650m S of	0	false
Kersewell Mains	cairn 1400m ENE of	0	false
Calla Doone	 hut-circle 500m ESE of	0	false
Trabrown	settlement 600m SW of	0	false
Laggantuin	deserted settlement	0	false
Kersewell Mains	 cairn 450m NE of	0	false
Windygates	 hut-circle 385m NNW of	0	false
Blythe	 settlement 1150m SSW of	0	false
Thirlestane Hill	fort	0	false
Herrits Dyke	linear earthwork 2400m N of Greenlaw	Greenlaw Moor	0	false
Kersewell Mains	cairn 1400m E of	0	false
Wether Law	cairn	0	false
Harelaw Moor	earthwork 750m ENE of Barebreeks Wood	0	false
Blackshaw Quarry	cup & ring marked rock 320m S of	0	false
Ardlamey	cairn 800m SW of	0	false
Symington Hillhead	fort 350m S of	Fountainhall	0	false
Couthally Castle	Carnwath	0	false
Cnoc na Carraigh	inscribed stone NE of	0	false
Thirlstane	fort 350m NE of	0	false
Achamore House	old parish church 230m N of	0	false
Whaup Law	 cairn	0	false
Romanno Mains	 two barrows 550m SE of	0	false
Blackcastle Rings	fort	0	false
Romanno Mains	 barrow 910m SE of	0	false
Houndslow	settlement 600m NW of	0	false
Greenaton Farm	 enclosed settlement 250m WNW of	0	false
Chesters	 fort	0	false
Thirlestane Castle	 old castle 510m SSW of Thirlestane	0	false
Torr an t'Sean Chaisteil	fort	Sannox	0	false
Tobar an-t Sagairt	chapel	Tockmal	0	false
Knock Jargon	cairn & fort	0	false
Eastfield	 barrow 650m NW of	0	false
Hallbar Tower	 barmkin	0	false
Courhope	 ring enclosures 750m NE of Greenside	0	false
Collielaw Wood	 Roman road SSE of Collielaw	0	false
Terrace Wood	cultivation terraces	0	false
Robertland Castle	0	false
An Dunan	fort	Islay	0	false
Nether Shiels	 enclosure 350m NW of	0	false
Auchenglen	 cairn 450m SSE of	0	false
North Glensannox	deserted settlement 900m W of North Sannox	0	false
Blyth	cairn 1050m NNW of	0	false
Romanno Hope	barrow & enclosures S of	0	false
Carnwath Golf Course	motte	0	false
North Sannox	 cairn 420m E of	0	false
Newlands Church and graveyard	 50m SW of Newlands House	0	false
Drum Maw	settlement 780m SE of	0	false
Cill Bhride	 chapel 270m SSE of Kilbride	0	false
Ballynaughton More	chambered cairn 150m SE of Carn Nic Raonuill	0	false
Craignethan Castle	0	false
Green Knowe	two ring enclosures & barrow 550m SSE of	0	false
Bordland Rings	fort	Bordlands Hill	0	false
Lauder Barns	palisaded enclosure 550m SSW of	0	false
Newmill	enclosures SW of	0	false
Whiteside Hill	fort & enclosure	0	false
Cathpair	hut circles and field system 2500m and 2600m ESE of	0	false
Ladykirk House	barrow 470m NE of	0	false
An Cnap	vitrified fort 250m N of Woodside Cottage	0	false
Watherston	fort	0	false
Wormiston	cairn 360m NNW of	0	false
Henderland Hill	fort	0	false
Milkieston Rings	fort	0	false
Ewes Hill	settlement	0	false
Newbigging market cross	0	false
Camp Wood	 Roman camp 335m SW of Campwood Farm	0	false
Ladykirk House	 barrow 105m N of	0	false
Cill Tobar Lasrach	chapel 400m NNW of Farkin Cottage	0	false
Whiteside Hill	ring enclosures 820m SE of	0	false
Whitewellbrae Wood	 henge 60m E of NE corner	0	false
Blyth Hill	fort	0	false
Flemington	ring enclosures 840m NE of	0	false
Craigend	fort 360m W of	0	false
Cot Castle	motte	0	false
Shaw Hill	cairn	0	false
Nether Stewarton	 settlement 850m W of	0	false
Clonbeith Castle	0	false
Cavarra Hill	settlement	0	false
Dunivaig Castle	0	false
Kilnaughton	 chapel	 carved stones & burial ground 135m N of Samhchair	0	false
Cragabus	 chambered cairn 75m SW of Lower Cragabus	 Islay	0	false
Eastmore	 barrow 390m NNE of	0	false
Sunadale	dun 275m NE of	0	false
Corbiehall Farm	 enclosure 570m NNE of	0	false
Castle Qua	fort 345m WSW of Mouse Bridge	0	false
Harehope	palisaded settlement 730m NNE of	0	false
Boydston Braes	motte	0	false
Callands House	earthwork S of	0	false
Woolandslee Tower	0	false
Sannox	chambered cairn	0	false
Hamilton House	 fort 275m SSW of	0	false
Killean	fort NE of	0	false
Law Mount	motte & bailey 250m SW of High Castleton	0	false
West Mains	enclosure 200m NE of	0	false
Castledykes	 Roman camps to W	 N & E of Roman fort	0	false
Harehope	earthwork 550m NNE of	0	false
Drochil Castle	fort & enclosure 1190m NNW of	0	false
Harehope Rings	fort	Harehope Hill	0	false
St John's Church	 church	 burial ground and carved stones	 Killean	0	false
St Mary's Church	 Stow	0	false
Whitslaid Tower	0	false
Avondale Castle	0	false
Tweediehall	mound 410m NNE of	0	false
Stow	old bridge	0	false
Old Harestanes	stone circle 180m NE of	0	false
Carstairs Mains	 Roman temporary camp 750m SE of	0	false
East Gordon	cairns 900m WNW of	0	false
Mersington House	 deserted medieval village 100m SW of	0	false
Castledykes	Roman fort	Corbiehall	0	false
Knock Hill	fort	0	false
Montfode Castle	0	false
Kirkurd	church SE of Castlecraig	0	false
Blackhill	barrow 80m W of	 Crossford	0	false
Green Knowe	cairn NE of	0	false
Harehope	earthwork SW of	0	false
Corsbie Tower	0	false
Littlehaugh Shiel	 fort 400m WSW of	0	false
Texa	chapel & burial ground	0	false
Our Lady's Chapel	chapel 350m N of Torsonce	0	false
Montfode Burn	motte	0	false
Lurabus	township and farmsteads	Mull of Oa	Islay	0	false
White Meldon	platform settlement 730m NNW of	0	false
Belchester	fort 200m W of	0	false
Black Hill	fort & cairn	0	false
Harehope	cairn 1510m ESE of	0	false
Drochil Castle	0	false
Lurabus House	 dun 370m ENE of	 Islay	0	false
Grogport Old Manse	dun 180m ENE of	0	false
Hillside Knowe	settlement	Glentress	0	false
Bryland	fort 640m SE of	0	false
White Meldon	platform settlement 640m NW of	0	false
Cill Eathain	chapel 370m NE of Lower Killeyan	0	false
Beacharr	standing stone & long cairn	0	false
Green Knowe	platform settlement	0	false
Castle Hill	site of Lanark Castle	0	false
Shieldgreen Tower	0	false
Kilwinning Abbey	0	false
St Kentigern's Church	 Lanark	0	false
Glentress Tower	ENE of Glentress	0	false
Upper Kidston	fort & settlement NNW of	0	false
Dun Beachaire	dun	0	false
Kilwinning	waggonway & bridge	SE of Saugh Trees	0	false
Red Cove	 dun 215m N of Beachmenach	0	false
White Meldon	enclosures W of	0	false
Kerelaw Castle	0	false
Greenknowe Tower	 Gordon	0	false
Cairn and hill fort	 White Meldon	0	false
Black Meldon	settlement and scooped homestead 550m E of	0	false
Black Meldon	fort	0	false
New Lanark	 Mill Number Four	0	false
Beachmeanach	 enclosure 700m ESE of	0	false
Hamildean	homestead 1140m NE of	0	false
Lochurd Hills	 enclosures 485m and 435m W of and 245m and 465m WSW of Woolshears Hill	0	false
Ardrossan	castle	0	false
Crosshall	cross	0	false
High House of Edmonston	tower house	0	false
Wester Happrew	fort 360m NW of	0	false
Glenbield	 fort 800m ENE of	0	false
Brownsbank	enclosure 300m SE of Stirkfield Farm	0	false
Hamildean Hill	fort	0	false
Burnbrae	barrow 170m NW of	0	false
North Beachmore	 rock art panels 220m E	 350m E and 385m ESE of	0	false
South Hill Head	settlement WNW of	0	false
Ardeer Recreation Club	subterranean passage & cave	0	false
Carragh an Talaidh	chambered cairn	Brackley	0	false
Hyndford House	crannog 135m NNW of	0	false
The Mount	 motte-and-bailey castle	0	false
Green Hill	 settlement	0	false
Bow Castle	broch 1000m E of Bow	0	false
Hillhead	earthwork 1220m NNW of	0	false
Venlaw Castle Hotel	settlement 780m NE of	0	false
Lochurd Farm	ring enclosures & mound 1550m S of	0	false
South Hill Head	homestead	0	false
Hirsel Law	 fort	0	false
Hillhead	earthwork 930m N of homestead moat	0	false
Corra Castle	0	false
Hume Castle	 castle and associated settlement	0	false
Eccles	 St Mary's Convent	 nunnery	0	false
Muirburn Castle	fort & scooped settlement	0	false
Castle Hill	fort 550m WSW of Candybank	0	false
Cill Chomhan	 chapel and burial ground 480m NE of Stremnishmore	 Islay	0	false
Pyked Stane	cairn	Pyked Stane Hill	0	false
Lyne	 Roman temporary camp	0	false
Tor Hill	fort 600m WNW of Torbank	0	false
Dun Domhnuill	 dun 70m NNE of Seafield	0	false
Lawthorn Mount	mound	0	false
Crosskirk	 church and friary	 Peebles	0	false
Craighead Mill	Lesmahagow	0	false
Dun Athad	 fort	 Islay	0	false
Peebles	town wall	0	false
Ewe Hill	barrows 750m NE of Biggarshiels Farm	0	false
Peebles	St Andrew's Church	0	false
Lyne	Roman fort	annexes and fortlet	0	false
The Hirsel	settlements & ecclesiastical remains S of	0	false
Blackhouse Burn	enclosures	0	false
Stirkfield Rig	ring enclosures	0	false
Stirkfield	settlements and cultivation remains 1300m ESE of	0	false
Meldon Bridge	pit alignment 250m W of	0	false
Janet's Brae	 fort 750m E of Peebles Hydropathic	0	false
Janet's Brae	 fort 550m E of Peebles Hydropathic	0	false
Meadowflatt	enclosure 900m NW of	0	false
Stirkfield	barrow and enclosed cremation cemetery 1120m ESE of	0	false
Clashpock Rig	homestead	0	false
Low Clachaig	cup marked boulders 915m E of	0	false
Dunan Muasdale	dun	0	false
Sheriff Muir	 cairn	0	false
Easter Happrew	Roman fort	0	false
Hareheugh Craigs	 fort and settlement	0	false
Horsburgh Castle Farm	 settlement 930m NNW of	 Castle Hill	0	false
Sheriff Muir Cottages	standing stones 520m W of	0	false
Homebank	enclosure 1100m ENE of	0	false
Covington	castle & dovecot	0	false
Windydoors Farm	 Bastle	0	false
Langshaw Tower and associated structures	0	false
Nether Horsburgh	castle	0	false
Lee Tower	0	false
Sweethope Hill	fort and settlement	0	false
Homebank	ring-ditch 1500m E of	0	false
Penveny	settlement & scooped homestead NW of	0	false
Colmslie Tower	0	false
Broughtonknowe	 ring enclosures & barrow 420m NE of	0	false
Easter Toftcombs	fort 820m NW of	0	false
Chester Hill	fort	0	false
Eshiels	 Roman camps 90m SSW of No 4 Eshiels	0	false
Glentress	St Leonard's Hospital	0	false
Bizzyberry Hill	fort & Wallace's Well	0	false
The Common	 settlement 400m SE of	0	false
Huskie Rig	mounds	0	false
Broughtonknowe	three barrows 230m SE of	0	false
Nether Horsburgh	enclosure 620m SE of	0	false
Cottage Hospital	 settlement 250m SW of	0	false
Horsburgh Castle	0	false
Seagate Castle	0	false
Carragh Muasdale	standing stone 225m N of South Muasdale	0	false
Broughton Knowe	ring enclosures	0	false
Hogbridge	palisaded enclosure 55m E of	0	false
Cardrona Mains	standing stone 180m W of	0	false
Tor Hill	fort	0	false
Lochton	enclosure 250m SSE of	0	false
Hammer Knowe	fort & settlement	0	false
Dun Ach'na h-Atha	dun	0	false
Cairn Hill	 cairn	 Walkerburn	0	false
Garvalt	 dun 500m SW of	0	false
Birgham Haugh	fort and enclosures 800m SW of	0	false
Dougarie Lodge	hut circles 800m NE of	0	false
Kerr's Knowe	 fort	0	false
Torwoodlee	 broch	 fort & linear earthworks	0	false
Quothquan Law	 fort	0	false
Langlaw Hill	fort	enclosure & barrows	0	false
Airds Castle	 235m SE of Barncluith	 Carradale	0	false
Bellanrig	settlement SE of	0	false
Whitehaugh	fort 1010m SE of	0	false
Walkerburn	 cairn 500m S of summit of Cairn Hill	0	false
Syke Hill	fort	0	false
Bellanrig	settlement	fort & enclosures 870m SE of	0	false
Skirling Mains	enclosure 320m WSW of	0	false
Buckholm Tower	0	false
Cardrona Tower	0	false
Burghmuir Farm	enclosures 550m S of	0	false
Portrigh Strip	earthwork	0	false
Old Caberston	 scooped settlement 310m E of	0	false
Torwoodlee Tower	0	false
Gillespie Moat	motte	Parkmanse Garden	0	false
Kirkton Manor	enclosures 550m SE of	0	false
Blary	dun ENE of	0	false
Redden	fort and enclosure 750m E of	0	false
Whytbank Tower	 ancillary buildings and garden	0	false
The Kirna	settlement 270m NW of	0	false
Glenacardoch	 dun 730m WNW of	0	false
Heavyside	two enclosures 1000m E of	0	false
Cademuir Hill	fort 1200m W of	0	false
Nenthorn	deserted village	farmsteads	mill and field system	0	false
Estate Office	standing stones 500m NE of	0	false
Purvishill Tower	 cultivation terraces	 enclosure and tower	0	false
Redden	 settlement 60m SE of	0	false
Piper's Grave	cists	0	false
Woodhouse Hill	fort	0	false
Easter Dawyck	fort & settlement 730m ESE of	0	false
Castle Knowe	 fort	0	false
Pirn Wood	fort	0	false
Charge Law Plantation	fort & settlement	0	false
Haystoun	fort 1190m S of	0	false
Old Redhead	 deserted settlement 15m NE of and 25m ESE of	0	false
Cademuir Hill	fort 1800m WSW of	0	false
Barlea	standing stone & cairn	0	false
Auchencar	hut circle 450m NNE of	0	false
Black Hill	 fort	0	false
Boghall Castle	Biggar	0	false
Ratchill	platform settlement 550m N of	0	false
Cauld Face	cultivation terraces	0	false
Broughton Church	0	false
Upper Newby	fort 320m SSE of	0	false
Caerlee Hill	 fort	0	false
Thankerton	fort 1500m SW of	0	false
Auchencar	hut circle and field system 700m NE of	0	false
Hog's Knowe	settlement 400m WNW of Glenternie House	0	false
An Dunan	dun	WSW of Auchadaduie	0	false
Ratchill	platform settlement and ring enclosure 460m NE of	0	false
Boghall	earthwork 460m S of	0	false
Park Knowe	enclosure 1500m SSW of Thankerton	0	false
Carradale	fort	Kilbrannan Sound	0	false
West Bold	earthworks & enclosures 400m SSW of	0	false
Stronach Wood	 prehistoric rock carvings 700m WSW of Brodick School	0	false
Elibank Castle	0	false
Standing stones	 170m NW of Druid Barn	0	false
Coulter Motte	motte	Wolfclyde	0	false
Plora Craig	tower & associated structures NE of	0	false
Cademuir	 earthwork 360m SE of	0	false
Whitmuirhaugh	settlement & cemetery	0	false
Upper Newby	fort 910m SSE of	0	false
St John's Kirk	fort 360m WNW of	0	false
Chester Hill	fort & settlement	0	false
Richard's Knowe Strip	settlement 150m WNW of St John's Kirk	0	false
Brotherstone Hill West	 fort	0	false
Bamflatt	settlement 870m SSW of	0	false
Brotherstone	enclosure 500m NE of	0	false
Cnoc a'Chlochair	fort and field system	0	false
Cornhill	Roman camp N of	0	false
Lour	fort & settlement	0	false
East Mayish	standing stone 100m ESE of	0	false
Caddonlee	fort	0	false
Dreva Craig	 fort	 settlements & field system	0	false
Kilbucho House	cairn 1010m NW of	0	false
Castlehill	tower	0	false
Drumelzier Haugh	standing stone 640m WNW of	0	false
Dungavel Hill	cairn	0	false
Castlehill	 fort 250m WSW of	0	false
Helm End	 fort and settlement	0	false
Kilbucho Mains	 settlement 750m WSW of	0	false
Moinechoill	long cairn	Glean an t'Suidhe	0	false
Blacksyke	 engine house	0	false
Grieston Hill	fort	0	false
Chester Hill	fort	0	false
Easter Hill	fort	0	false
Machrie Farm	hut circles 1600m NNE of	0	false
Kilbucho House	settlement 360m WNW of	0	false
Crois Mhic Aoidh	 standing stone	0	false
Machrie Farm	stone setting 1450m NE of	0	false
Canada Hill	scooped homestead WSW of	0	false
Young Bush Wood	enclosure NW of	0	false
Dun Sheallaidh	dun	0	false
Glenrath	 settlement & fort 1190m NW of	0	false
Smailholm Tower	 tower	 buildings and enclosures	0	false
Ring Knowe	fort	0	false
Auchengallon	cairn 150m WSW of	0	false
Sandyknowe	earthwork SW of	0	false
Threepland Hill	cairn	0	false
Glenrath	settlement 1010m NE of	0	false
Machrie Farm	standing stone 1100m NE of	0	false
Hollybush	earthwork	0	false
Machrie Farm	hut circles 1050m and 1200m NE of	0	false
Dundonald Castle	0	false
Castle Hill	earthwork	Symington	0	false
Tinnis Castle & fort	0	false
Tinto Cairn	cairn on summit of Tinto Hill	0	false
Orchard Rig	settlements	enclosures	cairn and field system	0	false
Glenrath	settlement 730m NE of	0	false
Melrose Abbey	0	false
Mitchelhill Rings	 fort	0	false
